Name,Set,Rarity,Id,Market Price
Dedication through Light and Darkness,Dark Revelation Volume 2,Super, DR2-EN096,$2.87
Lady Ninja Yae,Dark Revelation Volume 2,Common, DR2-EN142,$1.31
Neo Bug,Dark Revelation Volume 2,Common, DR2-EN059,$1.35
Dark Driceratops,Dark Revelation Volume 2,Common, DR2-EN074,$0.27
Goblin King,Dark Revelation Volume 2,Common, DR2-EN143,$0.52
Grave Protector,Dark Revelation Volume 2,Common, DR2-EN190,$0.19
Hyper Hammerhead,Dark Revelation Volume 2,Common, DR2-EN075,$0.22
Emissary of the Oasis,Dark Revelation Volume 2,Common, DR2-EN196,$0.56
Armor Break,Dark Revelation Volume 2,Common, DR2-EN167,$0.23
Self-Destruct Button,Dark Revelation Volume 2,Common, DR2-EN106,$1.90
Mermaid Knight,Dark Revelation Volume 2,Rare, DR2-EN137,$0.85
Mad Dog of Darkness,Dark Revelation Volume 2,Common, DR2-EN058,$0.59
Gale Lizard,Dark Revelation Volume 2,Common, DR2-EN008,$0.19
Molten Zombie,Dark Revelation Volume 2,Common, DR2-EN065,$0.15
Micro Ray,Dark Revelation Volume 2,Common, DR2-EN159,$0.19
Earth Chant,Dark Revelation Volume 2,Common, DR2-EN100,$0.25
Special Hurricane,Dark Revelation Volume 2,Rare, DR2-EN197,$1.74
Coach Goblin,Dark Revelation Volume 2,Common, DR2-EN015,$1.06
Stumbling,Dark Revelation Volume 2,Common, DR2-EN035,$2.27
Atomic Firefly,Dark Revelation Volume 2,Common, DR2-EN136,$0.52
Skull-Mark Ladybug,Dark Revelation Volume 2,Common, DR2-EN080,$1.30
Talisman of Spell Sealing,Dark Revelation Volume 2,Common, DR2-EN161,$0.19
Chaos Emperor Dragon - Envoy of the End,Dark Revelation Volume 2,Ultra, DR2-EN056,$58.48
DNA Transplant,Dark Revelation Volume 2,Common, DR2-EN109,$0.31
Man-Thro' Tro',Dark Revelation Volume 2,Common, DR2-EN194,$0.24
Anti-Aircraft Flower,Dark Revelation Volume 2,Common, DR2-EN077,$0.50
Mystical Shine Ball,Dark Revelation Volume 2,Common, DR2-EN116,$1.26
The Agent of Creation - Venus,Dark Revelation Volume 2,Common, DR2-EN120,$1.03
Protector of the Sanctuary,Dark Revelation Volume 2,Rare, DR2-EN178,$3.29
Goblin Thief,Dark Revelation Volume 2,Common, DR2-EN157,$1.90
Destruction Ring,Dark Revelation Volume 2,Common, DR2-EN102,$0.14
Dark Magician of Chaos,Dark Revelation Volume 2,Ultra, DR2-EN066,$65.60
Orca Mega-Fortress of Darkness,Dark Revelation Volume 2,Rare, DR2-EN085,$0.80
Dora of Fate,Dark Revelation Volume 2,Common, DR2-EN215,$0.13
Ojama Delta Hurricane!!,Dark Revelation Volume 2,Common, DR2-EN034,$1.58
Strike Ninja,Dark Revelation Volume 2,Ultra, DR2-EN007,$12.21
The Sanctuary in the Sky,Dark Revelation Volume 2,Common, DR2-EN154,$1.50
Legacy Hunter,Dark Revelation Volume 2,Super, DR2-EN180,$0.62
Ninjitsu Art of Transformation,Dark Revelation Volume 2,Common, DR2-EN164,$0.22
Thousand Energy,Dark Revelation Volume 2,Common, DR2-EN210,$0.18
Stray Lambs,Dark Revelation Volume 2,Rare, DR2-EN093,$0.20
Big Koala,Dark Revelation Volume 2,Common, DR2-EN004,$1.02
A Hero Emerges,Dark Revelation Volume 2,Common, DR2-EN105,$0.38
Opti-Camouflage Armor,Dark Revelation Volume 2,Common, DR2-EN147,$2.94
Elephant Statue of Disaster,Dark Revelation Volume 2,Common, DR2-EN187,$0.13
The Agent of Judgment - Saturn,Dark Revelation Volume 2,Super, DR2-EN118,$3.08
Recycle,Dark Revelation Volume 2,Common, DR2-EN041,$0.50
Chaos End,Dark Revelation Volume 2,Common, DR2-EN036,$0.22
Aswan Apparition,Dark Revelation Volume 2,Common, DR2-EN177,$0.46
Sealmaster Meisei,Dark Revelation Volume 2,Common, DR2-EN115,$0.24
Avatar of The Pot,Dark Revelation Volume 2,Common, DR2-EN128,$0.34
Trap Jammer,Dark Revelation Volume 2,Rare, DR2-EN111,$1.27
Triangle Power,Dark Revelation Volume 2,Common, DR2-EN211,$0.64
Desertapir,Dark Revelation Volume 2,Common, DR2-EN181,$0.32
The Agent of Force - Mars,Dark Revelation Volume 2,Common, DR2-EN121,$0.79
Solar Flare Dragon,Dark Revelation Volume 2,Common, DR2-EN144,$0.69
The End of Anubis,Dark Revelation Volume 2,Ultra, DR2-EN224,$6.20
Archlord Zerato,Dark Revelation Volume 2,Ultra, DR2-EN146,$29.98
Multiplication of Ants,Dark Revelation Volume 2,Common, DR2-EN099,$1.78
Getsu Fuhma,Dark Revelation Volume 2,Common, DR2-EN090,$0.23
Crimson Ninja,Dark Revelation Volume 2,Common, DR2-EN006,$0.79
Piranha Army,Dark Revelation Volume 2,Common, DR2-EN138,$0.23
Jade Insect Whistle,Dark Revelation Volume 2,Common, DR2-EN101,$0.48
D.D. Designator,Dark Revelation Volume 2,Super, DR2-EN039,$14.13
Ghost Knight of Jackal,Dark Revelation Volume 2,Ultra, DR2-EN184,$2.31
White Magician Pikeru,Dark Revelation Volume 2,Common, DR2-EN145,$1.62
Soul Tiger,Dark Revelation Volume 2,Common, DR2-EN003,$0.45
Pinch Hopper,Dark Revelation Volume 2,Common, DR2-EN079,$1.39
Elephant Statue of Blessing,Dark Revelation Volume 2,Common, DR2-EN186,$0.20
Des Kangaroo,Dark Revelation Volume 2,Common, DR2-EN005,$0.74
Sasuke Samurai #3,Dark Revelation Volume 2,Common, DR2-EN011,$0.75
Spell Economics,Dark Revelation Volume 2,Rare, DR2-EN202,$0.92
Freed the Brave Wanderer,Dark Revelation Volume 2,Super, DR2-EN014,$2.07
Dimension Distortion,Dark Revelation Volume 2,Common, DR2-EN044,$0.40
Fiend's Hand Mirror,Dark Revelation Volume 2,Common, DR2-EN103,$0.28
Energy Drain,Dark Revelation Volume 2,Common, DR2-EN055,$0.21
Black Luster Soldier - Envoy of the Beginning,Dark Revelation Volume 2,Ultra, DR2-EN025,$128.59
Level Limit - Area B,Dark Revelation Volume 2,Rare, DR2-EN205,$2.39
Chopman the Desperate Outlaw,Dark Revelation Volume 2,Common, DR2-EN010,$0.17
Needle Burrower,Dark Revelation Volume 2,Rare, DR2-EN132,$0.48
Double Coston,Dark Revelation Volume 2,Rare, DR2-EN191,$1.57
Mataza the Zapper,Dark Revelation Volume 2,Rare, DR2-EN087,$0.78
Amplifier,Dark Revelation Volume 2,Rare, DR2-EN152,$1.95
Spirit Caller,Dark Revelation Volume 2,Common, DR2-EN188,$0.75
Two Thousand Needles,Dark Revelation Volume 2,Common, DR2-EN139,$0.19
Judgment of the Desert,Dark Revelation Volume 2,Common, DR2-EN216,$0.59
Emissary of the Afterlife,Dark Revelation Volume 2,Super, DR2-EN189,$2.76
Burst Stream of Destruction,Dark Revelation Volume 2,Super, DR2-EN150,$3.17
Heart of the Underdog,Dark Revelation Volume 2,Common, DR2-EN032,$2.38
Blowback Dragon,Dark Revelation Volume 2,Ultra, DR2-EN134,$12.74
Giga Gagagigo,Dark Revelation Volume 2,Common, DR2-EN057,$3.17
Blessings of the Nile,Dark Revelation Volume 2,Common, DR2-EN203,$0.12
Big Burn,Dark Revelation Volume 2,Super, DR2-EN047,$0.94
Stone Statue of the Aztecs,Dark Revelation Volume 2,Rare, DR2-EN126,$1.43
Soul-Absorbing Bone Tower,Dark Revelation Volume 2,Common, DR2-EN123,$2.79
Theban Nightmare,Dark Revelation Volume 2,Rare, DR2-EN176,$0.16
Inferno,Dark Revelation Volume 2,Common, DR2-EN019,$0.29
Spatial Collapse,Dark Revelation Volume 2,Common, DR2-EN051,$0.27
Wall of Revealing Light,Dark Revelation Volume 2,Common, DR2-EN162,$3.07
Dark Revelation 2 - Blister Pack,Dark Revelation Volume 2,Pack, Pack,No Price
Dark Mirror Force,Dark Revelation Volume 2,Super, DR2-EN054,$1.66
Dark Revelation 2 - Booster Pack [Unlimited Edition],Dark Revelation Volume 2,Pack, Pack,No Price
Talisman of Trap Sealing,Dark Revelation Volume 2,Common, DR2-EN156,$0.19
Zero Gravity,Dark Revelation Volume 2,Common, DR2-EN053,No Price
Chaos Necromancer,Dark Revelation Volume 2,Common, DR2-EN017,$0.46
Insect Princess,Dark Revelation Volume 2,Ultra, DR2-EN081,$24.95
The Thing in the Crater,Dark Revelation Volume 2,Common, DR2-EN064,$0.37
Burning Algae,Dark Revelation Volume 2,Common, DR2-EN063,$0.55
Sea Serpent Warrior of Darkness,Dark Revelation Volume 2,Common, DR2-EN060,$0.34
Prickle Fairy,Dark Revelation Volume 2,Common, DR2-EN078,No Price
Witch Doctor of Chaos,Dark Revelation Volume 2,Common, DR2-EN016,$0.22
Rocket Jumper,Dark Revelation Volume 2,Common, DR2-EN127,$0.19
Vampire Lady,Dark Revelation Volume 2,Common, DR2-EN125,$0.66
D.D. Borderline,Dark Revelation Volume 2,Common, DR2-EN040,$0.19
The Agent of Wisdom - Mercury,Dark Revelation Volume 2,Common, DR2-EN119,No Price
Torpedo Fish,Dark Revelation Volume 2,Common, DR2-EN083,$0.87
Order to Smash,Dark Revelation Volume 2,Common, DR2-EN223,No Price
Weapon Change,Dark Revelation Volume 2,Common, DR2-EN153,$0.39
Earthquake,Dark Revelation Volume 2,Common, DR2-EN155,$0.23
Enraged Battle Ox,Dark Revelation Volume 2,Common, DR2-EN071,$0.42
Thunder Crash,Dark Revelation Volume 2,Common, DR2-EN043,$0.48
Dust Barrier,Dark Revelation Volume 2,Common, DR2-EN200,$0.24
Salvage,Dark Revelation Volume 2,Common, DR2-EN097,$2.36
Cannonball Spear Shellfish,Dark Revelation Volume 2,Common, DR2-EN086,$1.57
The Unhappy Girl,Dark Revelation Volume 2,Common, DR2-EN122,$0.88
Gryphon's Feather Duster,Dark Revelation Volume 2,Common, DR2-EN092,$0.69
Nubian Guard,Dark Revelation Volume 2,Common, DR2-EN179,No Price
Beckoning Light,Dark Revelation Volume 2,Common, DR2-EN165,$0.17
Robbin' Zombie,Dark Revelation Volume 2,Rare, DR2-EN110,$0.99
Delta Attacker,Dark Revelation Volume 2,Common, DR2-EN209,$0.64
The Kick Man,Dark Revelation Volume 2,Common, DR2-EN124,$0.23
Dark Revelation 2 - Booster Box [Unlimited Edition],Dark Revelation Volume 2,Pack, Pack,No Price
Soul Reversal,Dark Revelation Volume 2,Common, DR2-EN201,$0.59
Backfire,Dark Revelation Volume 2,Common, DR2-EN158,$0.28
Pharaonic Protector,Dark Revelation Volume 2,Common, DR2-EN174,$0.98
Gora Turtle of Illusion,Dark Revelation Volume 2,Common, DR2-EN067,No Price
Disc Fighter,Dark Revelation Volume 2,Common, DR2-EN140,No Price
Bowganian,Dark Revelation Volume 2,Common, DR2-EN029,$0.62
Light of Judgment,Dark Revelation Volume 2,Common, DR2-EN160,No Price
Levia-Dragon - Daedalus,Dark Revelation Volume 2,Ultra, DR2-EN084,$40.00
Gigantes,Dark Revelation Volume 2,Common, DR2-EN021,$0.99
Human-Wave Tactics,Dark Revelation Volume 2,Common, DR2-EN217,$0.43
Invader of Darkness,Dark Revelation Volume 2,Ultra, DR2-EN112,$16.31
Mokey Mokey King,Dark Revelation Volume 3,Common, DR3-EN096,$1.11
Lighten the Load,Dark Revelation Volume 3,Common, DR3-EN107,$1.50
Pole Position,Dark Revelation Volume 3,Common, DR3-EN170,$0.21
Battery Charger,Dark Revelation Volume 3,Common, DR3-EN221,$1.00
Des Wombat,Dark Revelation Volume 3,Common, DR3-EN211,$1.16
Master Monk,Dark Revelation Volume 3,Super, DR3-EN200,$1.72
Harpie Girl,Dark Revelation Volume 3,Common, DR3-EN064,$1.21
D.D. Survivor,Dark Revelation Volume 3,Rare, DR3-EN203,$1.06
Dark Mimic LV1,Dark Revelation Volume 3,Common, DR3-EN009,$1.03
Armed Dragon LV3,Dark Revelation Volume 3,Common, DR3-EN013,$0.68
Phoenix Wing Wind Blast,Dark Revelation Volume 3,Rare, DR3-EN173,$1.91
Golem Sentry,Dark Revelation Volume 3,Common, DR3-EN145,$0.71
D.D. Dynamite,Dark Revelation Volume 3,Common, DR3-EN177,$1.68
Threatening Roar,Dark Revelation Volume 3,Common, DR3-EN172,$0.65
Beast Soul Swap,Dark Revelation Volume 3,Common, DR3-EN175,$0.31
Elemental Burst,Dark Revelation Volume 3,Common, DR3-EN179,$0.53
Triangle Ecstasy Spark,Dark Revelation Volume 3,Super, DR3-EN099,$13.18
Dark Factory of Mass Production,Dark Revelation Volume 3,Common, DR3-EN037,$0.98
Abyssal Designator,Dark Revelation Volume 3,Common, DR3-EN040,$0.11
Hieracosphinx,Dark Revelation Volume 3,Super, DR3-EN192,$1.98
King of the Skull Servants,Dark Revelation Volume 3,Common, DR3-EN212,$3.11
Enraged Muka Muka,Dark Revelation Volume 3,Common, DR3-EN031,$0.72
Armed Samurai - Ben Kei,Dark Revelation Volume 3,Common, DR3-EN143,$0.49
Fusion Weapon,Dark Revelation Volume 3,Common, DR3-EN047,$1.47
Eagle Eye,Dark Revelation Volume 3,Common, DR3-EN082,$0.25
The Earth - Hex-Sealed Fusion,Dark Revelation Volume 3,Common, DR3-EN149,$1.49
Ojama King,Dark Revelation Volume 3,Rare, DR3-EN034,$8.10
Armed Dragon LV7,Dark Revelation Volume 3,Ultra, DR3-EN015,$89.95
Brain Control,Dark Revelation Volume 3,Super, DR3-EN218,$12.20
Lost Guardian,Dark Revelation Volume 3,Common, DR3-EN191,$0.46
Gaia Soul the Combustible Collective,Dark Revelation Volume 3,Rare, DR3-EN088,$0.52
Batteryman AA,Dark Revelation Volume 3,Common, DR3-EN210,$1.22
Fruits of Kozaky's Studies,Dark Revelation Volume 3,Common, DR3-EN113,$0.25
Element Magician,Dark Revelation Volume 3,Common, DR3-EN073,$0.69
Two-Man Cell Battle,Dark Revelation Volume 3,Common, DR3-EN045,$0.40
Space Mambo,Dark Revelation Volume 3,Common, DR3-EN121,$0.71
Xing Zhen Hu,Dark Revelation Volume 3,Common, DR3-EN111,$0.27
Mind Crush,Dark Revelation Volume 3,Common, DR3-EN056,$1.40
Nitro Unit,Dark Revelation Volume 3,Rare, DR3-EN226,$0.41
Release Restraint,Dark Revelation Volume 3,Common, DR3-EN164,$0.35
Catnipped Kitty,Dark Revelation Volume 3,Common, DR3-EN133,$0.54
Grave Ohja,Dark Revelation Volume 3,Rare, DR3-EN197,$0.75
Gift of the Martyr,Dark Revelation Volume 3,Common, DR3-EN219,$0.53
Hammer Shot,Dark Revelation Volume 3,Rare, DR3-EN038,$1.22
Winged Kuriboh,Dark Revelation Volume 3,Super, DR3-EN185,$20.31
Raging Flame Sprite,Dark Revelation Volume 3,Common, DR3-EN080,$1.08
Ancient Gear Golem,Dark Revelation Volume 3,Ultra, DR3-EN186,$29.94
Doriado's Blessing,Dark Revelation Volume 3,Common, DR3-EN223,$0.44
Megarock Dragon,Dark Revelation Volume 3,Super, DR3-EN195,$8.10
Eria the Water Charmer,Dark Revelation Volume 3,Common, DR3-EN207,$2.69
Guardian Statue,Dark Revelation Volume 3,Common, DR3-EN201,$0.57
Ancient Gear Beast,Dark Revelation Volume 3,Rare, DR3-EN187,$2.99
Hand of Nephthys,Dark Revelation Volume 3,Common, DR3-EN126,$0.46
Elemental Hero Clayman,Dark Revelation Volume 3,Common, DR3-EN183,$2.37
Harpie Lady 3,Dark Revelation Volume 3,Common, DR3-EN079,$0.39
"Fusilier Dragon, the Dual-Mode Beast",Dark Revelation Volume 3,Rare, DR3-EN091,$2.61
Nobleman-Eater Bug,Dark Revelation Volume 3,Common, DR3-EN030,$12.78
Level Up!,Dark Revelation Volume 3,Common, DR3-EN041,$3.25
Blade Rabbit,Dark Revelation Volume 3,Common, DR3-EN138,$0.64
Neo Aqua Madoor,Dark Revelation Volume 3,Common, DR3-EN002,$0.73
Criosphinx,Dark Revelation Volume 3,Rare, DR3-EN193,$1.35
Element Valkyrie,Dark Revelation Volume 3,Common, DR3-EN130,$0.81
Legendary Black Belt,Dark Revelation Volume 3,Rare, DR3-EN225,$0.86
Dark Mimic LV3,Dark Revelation Volume 3,Rare, DR3-EN010,$1.22
Reshef the Dark Being,Dark Revelation Volume 3,Ultra, DR3-EN213,$10.48
Deck Devastation Virus,Dark Revelation Volume 3,Super, DR3-EN178,$6.57
Malice Doll of Demise,Dark Revelation Volume 3,Common, DR3-EN018,$0.57
Behemoth the King of All Animals,Dark Revelation Volume 3,Super, DR3-EN134,$4.75
The Dark - Hex-Sealed Fusion,Dark Revelation Volume 3,Common, DR3-EN148,$6.99
Monster Reincarnation,Dark Revelation Volume 3,Super, DR3-EN105,$7.97
Greed,Dark Revelation Volume 3,Super, DR3-EN055,$2.67
Back to Square One,Dark Revelation Volume 3,Common, DR3-EN104,$0.23
Perfect Machine King,Dark Revelation Volume 3,Ultra, DR3-EN072,$19.98
White Ninja,Dark Revelation Volume 3,Common, DR3-EN205,$0.99
Grave Lure,Dark Revelation Volume 3,Common, DR3-EN236,$0.21
Enervating Mist,Dark Revelation Volume 3,Rare, DR3-EN053,$0.83
Gearfried the Swordmaster,Dark Revelation Volume 3,Ultra, DR3-EN142,$20.48
Mind Haxorz,Dark Revelation Volume 3,Common, DR3-EN114,$0.45
Mirage Dragon,Dark Revelation Volume 3,Common, DR3-EN087,$0.70
Masked Dragon,Dark Revelation Volume 3,Common, DR3-EN026,$1.37
Hyena,Dark Revelation Volume 3,Common, DR3-EN137,$0.70
Mind Wipe,Dark Revelation Volume 3,Common, DR3-EN039,$0.23
Fox Fire,Dark Revelation Volume 3,Common, DR3-EN089,$0.24
Harpies' Hunting Ground,Dark Revelation Volume 3,Common, DR3-EN098,$0.43
Charcoal Inpachi,Dark Revelation Volume 3,Rare, DR3-EN001,$2.58
Dark Blade the Dragon Knight,Dark Revelation Volume 3,Rare, DR3-EN095,$19.97
The Graveyard in the Fourth Dimension,Dark Revelation Volume 3,Common, DR3-EN044,$1.18
Ancient Gear Soldier,Dark Revelation Volume 3,Common, DR3-EN188,$0.60
Ballista of Rampart Smashing,Dark Revelation Volume 3,Common, DR3-EN106,$0.24
Rare Metalmorph,Dark Revelation Volume 3,Rare, DR3-EN112,$0.77
Lone Wolf,Dark Revelation Volume 3,Common, DR3-EN240,$0.28
Monk Fighter,Dark Revelation Volume 3,Common, DR3-EN199,$0.23
Machine Duplication,Dark Revelation Volume 3,Rare, DR3-EN101,$11.23
Good Goblin Housekeeping,Dark Revelation Volume 3,Common, DR3-EN174,$0.71
Red-Eyes B. Chick,Dark Revelation Volume 3,Common, DR3-EN017,$1.46
Pikeru's Second Sight,Dark Revelation Volume 3,Common, DR3-EN230,$0.24
Spell-Stopping Statute,Dark Revelation Volume 3,Rare, DR3-EN238,$0.59
Mystic Swordsman LV2,Dark Revelation Volume 3,Rare, DR3-EN011,$4.03
Elemental Mistress Doriado,Dark Revelation Volume 3,Rare, DR3-EN214,$2.88
Sanwitch,Dark Revelation Volume 3,Common, DR3-EN036,$1.70
Big Core,Dark Revelation Volume 3,Super, DR3-EN090,$8.54
Chu-Ske the Mouse Fighter,Dark Revelation Volume 3,Common, DR3-EN123,$0.38
Abare Ushioni,Dark Revelation Volume 3,Common, DR3-EN146,$0.33
Serial Spell,Dark Revelation Volume 3,Rare, DR3-EN097,$4.63
Rescue Cat,Dark Revelation Volume 3,Common, DR3-EN153,$13.84
Inferno Fire Blast,Dark Revelation Volume 3,Ultra, DR3-EN042,$14.66
Swords of Concealing Light,Dark Revelation Volume 3,Rare, DR3-EN162,$2.42
Elemental Hero Thunder Giant,Dark Revelation Volume 3,Ultra, DR3-EN216,$49.99
Kaminote Blow,Dark Revelation Volume 3,Common, DR3-EN222,$0.25
The Trojan Horse,Dark Revelation Volume 3,Common, DR3-EN029,$0.36
Elemental Hero Sparkman,Dark Revelation Volume 3,Common, DR3-EN184,$1.74
Ninjitsu Art of Decoy,Dark Revelation Volume 3,Common, DR3-EN052,$0.47
Final Ritual of the Ancients,Dark Revelation Volume 3,Common, DR3-EN224,$1.21
Shifting Shadows,Dark Revelation Volume 3,Common, DR3-EN227,$0.23
Brain Jacker,Dark Revelation Volume 3,Rare, DR3-EN154,$3.14
Sacred Phoenix of Nephthys,Dark Revelation Volume 3,Ultra, DR3-EN125,$15.93
Insect Knight,Dark Revelation Volume 3,Common, DR3-EN124,$2.01
Goblin Calligrapher,Dark Revelation Volume 3,Common, DR3-EN004,$0.25
Silent Swordsman LV3,Dark Revelation Volume 3,Ultra, DR3-EN069,$14.70
Elemental Hero Burstinatrix,Dark Revelation Volume 3,Common, DR3-EN182,$2.19
Kangaroo Champ,Dark Revelation Volume 3,Common, DR3-EN136,$0.22
Level Conversion Lab,Dark Revelation Volume 3,Common, DR3-EN234,$0.25
Medusa Worm,Dark Revelation Volume 3,Common, DR3-EN202,$1.74
Chiron the Mage,Dark Revelation Volume 3,Rare, DR3-EN141,$1.15
Blast Magician,Dark Revelation Volume 3,Super, DR3-EN140,$3.60
Elemental Hero Flame Wingman,Dark Revelation Volume 3,Ultra, DR3-EN215,$30.00
Divine Dragon Ragnarok,Dark Revelation Volume 3,Common, DR3-EN122,$2.72
Horus the Black Flame Dragon LV8,Dark Revelation Volume 3,Ultra, DR3-EN008,$19.18
Ritual Weapon,Dark Revelation Volume 3,Common, DR3-EN048,$0.56
Master of Oz,Dark Revelation Volume 3,Rare, DR3-EN035,$12.00
Horus the Black Flame Dragon LV6,Dark Revelation Volume 3,Super, DR3-EN007,$55.00
Gatling Dragon,Dark Revelation Volume 3,Ultra, DR3-EN155,$23.50
Heavy Mech Support Platform,Dark Revelation Volume 3,Common, DR3-EN071,No Price
Covering Fire,Dark Revelation Volume 3,Rare, DR3-EN120,$0.54
Mind on Air,Dark Revelation Volume 3,Rare, DR3-EN027,No Price
Royal Surrender,Dark Revelation Volume 3,Rare, DR3-EN239,$0.58
Moai Interceptor Cannons,Dark Revelation Volume 3,Common, DR3-EN194,$0.51
Ultimate Baseball Kid,Dark Revelation Volume 3,Common, DR3-EN021,$0.79
Woodborg Inpachi,Dark Revelation Volume 3,Common, DR3-EN061,$0.25
Fulfillment of the Contract,Dark Revelation Volume 3,Common, DR3-EN166,$1.01
Dark Revelation 3 - Booster Pack [Unlimited Edition],Dark Revelation Volume 3,Pack, Pack,No Price
A-Team: Trap Disposal Unit,Dark Revelation Volume 3,Rare, DR3-EN093,$0.58
The Big March of Animals,Dark Revelation Volume 3,Common, DR3-EN168,$0.64
Dekoichi the Battlechanted Locomotive,Dark Revelation Volume 3,Rare, DR3-EN092,$9.07
Hallowed Life Barrier,Dark Revelation Volume 3,Super, DR3-EN060,$5.97
Ultimate Insect LV3,Dark Revelation Volume 3,Rare, DR3-EN067,$2.77
Penumbral Soldier Lady,Dark Revelation Volume 3,Super, DR3-EN033,$2.16
Rock Bombardment,Dark Revelation Volume 3,Common, DR3-EN235,$0.25
Fuh-Rin-Ka-Zan,Dark Revelation Volume 3,Common, DR3-EN115,$0.50
Millennium Scorpion,Dark Revelation Volume 3,Rare, DR3-EN189,$1.99
Dummy Golem,Dark Revelation Volume 3,Common, DR3-EN196,$0.59
Horus' Servant,Dark Revelation Volume 3,Common, DR3-EN016,$0.42
The Creator Incarnate,Dark Revelation Volume 3,Common, DR3-EN066,$0.93
Forced Ceasefire,Dark Revelation Volume 3,Rare, DR3-EN180,$0.69
The Creator,Dark Revelation Volume 3,Ultra, DR3-EN065,No Price
Rafflesia Seduction,Dark Revelation Volume 3,Rare, DR3-EN020,No Price
Divine Wrath,Dark Revelation Volume 3,Super, DR3-EN110,$13.18
Mighty Guard,Dark Revelation Volume 3,Common, DR3-EN062,No Price
Mispolymerization,Dark Revelation Volume 3,Common, DR3-EN233,No Price
Element Dragon,Dark Revelation Volume 3,Common, DR3-EN023,No Price
Double Attack,Dark Revelation Volume 3,Common, DR3-EN220,$0.19
Bokoichi the Freightening Car,Dark Revelation Volume 3,Common, DR3-EN063,No Price
